Year,File Name,Title,Citation Count,Single Labeled,Multi Labeled
2015,2015_46_9,SH-INDEX–A NEW FRACTIONAL MODIFICATION OF HIRSCH-INDEX,0,Base  ,Base
2015,2015_47_1,Measuring member contribution impact in an online community,0,Use  ,Use
2015,2015_47_2,Relation Between Personal Management and Research Results in Physics,0,Compare  ,Compare
2015,2015_47_3,The SSCI Syndrome in Higher Education: A Local or Global Phenomenon by Chuing Prudence Chou (review),3,Motivate  ,Motivate
2015,2015_47_4,Making (Sense of) an Impact: What Number Matters in Research?,0,Use  ,Use
2015,2015_47_5,Networked Knowledge,157,Modify  ,Modify
2015,2015_47_6,A bibliometric evaluation of organic research in India,0,Compare  ,Compare
2015,2015_47_7,Accumulated Citation Count as Fertileness of Scientific Article,1,Support  ,Support
2015,2015_47_8,Predicting best answer using sentiment analysis in community question answering systems,1,Modify  ,Modify
2015,2015_47_9,Does the Centrality Degree of Latin American Countries Predict their Citation Based Performance on Management Research?,1,Use  ,Use
2015,2015_48_1,Using scientific indices to evaluate the journal quality,1,Base  Modify  ,Modify
2015,2015_48_10,Sugeno integral-based confidence intervals for the theoretical h-index,1,Compare  ,Compare
2015,2015_48_2,Scientific research measures,7384,Support  ,Support
2015,2015_48_3,Editorial: Measuring the Impact of the Child and Adolescent Social Work Journal,1,Compare  ,Compare
2015,2015_48_4,A COMPARISON OF THE OUTPUT PERFORMANCE ON THE STUDY OF MICROBIAL EXTRACELLULAR POLYMERIC SUBSTANCES BETWEEN MAINLAND  …,0,Neutral  ,Neutral
2015,2015_48_5,Ranking the Leading Journals in Finance and Accounting Based on Quantity and Quality Citations,0,Motivate  ,Motivate
2015,2015_48_6,The output of researchers in Morocco compared to some North African countries from 1996 to 2012 and its relationship to governmental major decisions on higher  …,0,Modify  ,Modify
2015,2015_48_7,Threshold effects of the patent H?index in the relationship between patent citations and market value,0,Support  ,Support
2015,2015_48_9,A new ranking scheme for the institutional scientific performance,0,Use  ,Use
2015,2015_49_1,Success Measurement of Scientific Communication: The Contribution of New Media to the Governance of Universities,1,Base  ,Base
2015,2015_49_2,Guidelines for using bibliometrics at the Swedish Research Council,0,Base  ,Base
2015,2015_49_4,Application of h and h-type indices at meso level: A case of Malaysian engineering research,1,Use  ,Use
2015,2015_49_5,The production of knowledge in nursing in the BRIC countries: a bibliometric study,0,Compare  ,Compare
2015,2015_49_6,Development of bibliometrics in Colombia,0,Use  ,Use
2015,2015_49_7,Looking Back to Move Forward: Measuring the Impact of Existing Digital Resources Relevant to Irish Archaeology,0,Use  ,Use
2015,2015_49_8,Growth and collaboration trends in the field of fashion technology a scientometric analysis,0,Compare  ,Compare
2015,2015_49_9,Analyzing and modeling groups,0,Use  ,Use
2015,2015_4_1,Scholarly Productivity and National Institutes of Health Funding of Foundation for Anesthesia Education and Research Grant RecipientsInsights from a  …,22,Modify  ,Modify
2015,2015_4_10,The relationship between the research performance of scientists and their position in co-authorship networks in three fields,28,Compare  ,Compare
2015,2015_4_3,Global methaemoglobinaemia research output (1940–2013): a bibliometric analysis,21,Motivate  ,Motivate
2015,2015_4_4,A generalized view of self-citation: Direct co-author collaborative and coercive induced self-citation,23,Support  ,Support
2015,2015_4_5,Global research productivity of N-acetylcysteine use in paracetamol overdose: a bibliometric analysis (1976–2012),17,Modify  ,Modify
2015,2015_4_6,Analyzing the scientific evolution of social work using science mapping,28,Base  ,Base
2015,2015_4_7,Structuring the Technology Entrepreneurship publication landscape: Making sense out of chaos,17,Use  ,Use
2015,2015_4_8,Economics in Latin America: a bibliometric analysis,28,Support  ,Support
2015,2015_4_9,Scientific research related to calcium channel blockers poisoning: Bibliometric analysis in Scopus 1968–2012,16,Base  ,Base
2015,2015_50_1,Cheminformatics Research at the Unilever Centre for Molecular Science Informatics Cambridge,0,Base  Compare  ,Compare
2015,2015_50_10,A new index measure and its use for describing US agriculture: Some initial findings and suggestions for monitoring and reporting,0,Modify  ,Modify
2015,2015_50_2,Article level metrics: a look beyond the journal impact factor,0,Use  ,Use
2015,2015_50_3,An IS Scholar and Scholarship Ranking Based on Contributions to Doctoral Education,0,Use  ,Use
2015,2015_50_4,A Python Based Regression Script to Evaluate Dependency of H-Index of Journals on Various Citation Parameters,0,Modify  ,Modify
2015,2015_50_5,Applying behavioural insights to challenges in health policy,1,Modify  ,Modify
2015,2015_50_6,Comparison of selected mathematical functions for the analysis of growth behavior of items and physical interpretation of Avrami-Weibull function,0,Compare  ,Compare
2015,2015_50_7,Ideologies of Supreme Court Justices: Quantitative Thematic Analysis of Multiple Opinions of “Bush v. Gore 2000”,2,Support  ,Support
2015,2015_50_8,Differences in Received Citations over Time and Across Fields in China.,0,Compare  ,Compare
2015,2015_50_9,ETD Visibility: A Study on the Exposure of Indian ETDs to the Google Scholar Crawler,2,Base  ,Base
2015,2015_51_1,Bibliometric Analysis of Nasopharyngeal Carcinoma based on SCI database (1999-2012),0,Modify  ,Modify
2015,2015_51_10,A scientometric analysis of 15 years of CHINZ conferences,2,Neutral  Compare  ,Compare
2015,2015_51_2,Expert Witness Testimony in Ophthalmology Malpractice Litigation,3,Neutral  ,Neutral
2015,2015_51_4,Tenure Analytics: Models for Predicting Research Impact,355,Neutral  ,Neutral
2015,2015_51_5,Analysing h-point in lemmatised and non-lemmatised texts,1,Motivate  ,Motivate
2015,2015_51_6,An aggregated index for assessment of the scientific output of researchers,1,Neutral  ,Neutral
2015,2015_51_7,The evaluation of the individual impact factor of researchers and research centres using the RC algorithm,0,Support  ,Support
2015,2015_51_8,Sentiment Polarity and Function Analysis in Bibliometrics: A Review,1,Motivate  ,Motivate
2015,2015_51_9,AuthorRank: A New Scheme for Identifying Field-Specific Key Researchers,1,Use  ,Use
2015,2015_52_1,Towards Effective Research-Paper Recommender Systems and User Modeling based on Mind Maps,10,Use  ,Use
2015,2015_52_2,Innovations in Measuring Science and Scholarship,0,Support  ,Support
2015,2015_52_3,Helping Top Talent to Thrive: The Significance of Relational Capacity Teamwork and Organizational Support,0,Support  ,Support
2015,2015_52_4,Bibliometric Analysis of the Impact of Funding on Scientific Development of Researchers,2,Use  Compare  ,Compare
2015,2015_52_5,Bibliometric Study of the Literature on Ebola Virus Research,0,Compare  ,Compare
2015,2015_52_6,Scientometric Indicators as a Way to Classify Brands for Customers Information,0,Base  Support  ,Support
2015,2015_52_7,Study on Scientific Production in Strategic Management Period 1980-2014,0,Neutral  ,Neutral
2015,2015_52_8,A Relational Database Model for Science Mapping Analysis,1,Compare  ,Compare
2015,2015_52_9,Furnace Fan Motor Technology Assessment,0,Support  Compare  ,Compare
2015,2015_53_1,Ecosystem Services: Mapping of Publication Activities and Trends for Sweden and other Countries,0,Base  ,Base
2015,2015_53_10,El Índice h en la Morfología Académica,0,Use  ,Use
2015,2015_53_2,Concit-Corpus: Context Citation Analysis to learn Function Polarity and Influence,1,Neutral  ,Neutral
2015,2015_53_3,Bibliometric author evaluation through linear regression on the coauthor network,0,Compare  ,Compare
2015,2015_53_4,A Framework for Big Data Analytics as a Scalable Systems,0,Neutral  ,Neutral
2015,2015_53_5,The Characteristic Analysis of Researches Network for Journal of Korean Neuropsychiatric Association,1,Compare  ,Compare
2015,2015_53_6,ASSESSING A KNOWLEDGE PRODUCTION SYSTEM FOR EVIDENCE-BASED STUDIES: TERRORISM RESEARCH 1992-2013,0,Neutral  ,Neutral
2015,2015_53_7,Exploiting heterogeneous scientific literature networks to combat ranking bias: Evidence from the computational linguistics area,4,Base  ,Base
2015,2015_53_9,Provably Correct Systems: Community connections and citations,0,Modify  Compare  ,Compare
2015,2015_54_1,August 4 2015,0,Base  ,Base
2015,2015_54_10,Publication Measures of Scholarly Productivity: Norms for Academic Pediatric Pulmonologists,0,Support  ,Support
2015,2015_54_2,Recommending Relevant Papers Using In-Text Citation Frequencies and Patterns,0,Use  ,Use
2015,2015_54_3,Current Position and Future Milestones of Research in the Field of Anesthesiology in Iran,0,Use  Support  Neutral  ,Neutral
2015,2015_54_4,Interpolated sub-impact factor (SIF) sequences for journal rankings,1,Motivate  ,Motivate
2015,2015_54_5,Evaluation of h-and g-indices of Scientific Authors using Modified K-Means Clustering Algorithm,2,Base  ,Base
2015,2015_54_6,A bibliometric analysis of research papers related to the Mekong River,0,Base  ,Base
2015,2015_54_7,EVALUATION OF SCIENTIFIC PAPERS BY MEANS OF NEW ALGORITHM ARTICLERANK,0,Base  Support  ,Support
2015,2015_54_8,An overview of fuzzy research with bibliometric indicators,92,Compare  ,Compare
2015,2015_54_9,"" Die siel van die mier"": Reflections on the battle forscholarlyintelligence,0,Use  Modify  ,Modify
2015,2015_55_1,Article and Author Level Measurements,0,Use  ,Use
2015,2015_55_10,Performance and legitimation in political research,0,Neutral  ,Neutral
2015,2015_55_2,Centrality for graphs with numerical attributes,1,Use  Support  ,Support
2015,2015_55_3,Best of both worlds? Simultaneous evaluation of researchers and their works,0,Motivate  ,Motivate
2015,2015_55_4,Applying Sabermetrics to Academic Otolaryngology,0,Use  ,Use
2015,2015_55_6,C-Index as a Quantitative Index to Measure Individual Academic Achievement in China,0,Use  ,Use
2015,2015_55_7,The Semantic Web Journal as Linked Data.,0,Base  ,Base
2015,2015_55_8,Further axiomatizations of Egghes g-index,1,Use  ,Use
2015,2015_55_9,Coherence analysis of research and education using topic modeling,1,Support  ,Support
2015,2015_56_1,Enriching the Toxicology Experience through Twitter,0,Motivate  ,Motivate
2015,2015_56_3,* University of Kentucky Mental Health Research Center at Eastern State Hospital Lexington KY and Psychiatry and Neurosciences Research Group (CTS- …,147,Use  ,Use
2015,2015_56_4,UNESCO SCIENCE REPORT,0,Neutral  ,Neutral
2015,2015_56_5,Health Services and Outcomes Research,858,Motivate  ,Motivate
2015,2015_56_6,Trends and potential cautions in food web research from a bibliometric analysis,1,Neutral  ,Neutral
2015,2015_56_7,This is only pre-print version of the presented article. Original version is: NYKL Michal CAMPR Michal and JEŽEK Karel 2015. Author ranking based on  …,0,Neutral  ,Neutral
2015,2015_56_8,SEVERAL CHARACTERISTICS OF EXISTING AUTOMATED SYSTEMS ACCORDING TO SURVEY OF RUSSIAN SCIENTISTS PUBLISHING ACTIVITY,4,Base  ,Base
2015,2015_57_10,MODEL AND INDIVIDUAL QUALITY METRICS OF SCIENTIFIC PUBLICATIONS,0,Compare  ,Compare
2015,2015_57_2,Scientometric study of global electron probe microanalysis literature,0,Modify  ,Modify
2015,2015_57_3,Half Empty or Half Filled? Notes on Universal Health Coverage in Northeast India,4,Motivate  ,Motivate
2015,2015_57_4,Golden section in Chinese contemporary poetry.,4,Use  ,Use
2015,2015_57_5,“Indicating a Research Gap” in Computer Science Research Article Introductions by Non-Native English Writers,0,Support  ,Support
2015,2015_57_6,DYNAMIC CAPABILITIES AND ORGANIZATIONAL STRATEGY: A Panorama about the Studies on This Subject in Two Decades (1995–2014),0,Support  ,Support
2015,2015_57_7,IMPACT ASPIRATIONS OF MIS JOURNALS: AN ONTOLOGICAL ANALYSIS,1,Motivate  ,Motivate
2015,2015_57_8,Use Of RFID Technology In Libraries,0,Neutral  ,Neutral
2015,2015_57_9,Scientific production and bibliometric impact of a representative group of Spanish internists with established research careers,2,Support  ,Support
2015,2015_58_1,Breaking the news: Extracting the sparse citation network backbone of online news articles,2,Base  Use  Compare  ,Compare
2015,2015_58_2,The bibliometric indicators as predictors of the final decision of the peer review,1,Use  ,Use
2015,2015_58_3,Building the evidence for social work practice,0,Support  ,Support
2015,2015_58_4,Development of a Work Style Compass and Predicting Research Productivity of Agricultural Scientists,0,Support  ,Support
2015,2015_58_5,Legitimate scientific progress or blatant self-promotion? An inquiry into self-citation behavior.,0,Compare  ,Compare
2015,2015_58_6,Indian Journal of Community & Family Medicine,0,Modify  ,Modify
2015,2015_58_7,Technological change as evolving citation networks: The analysis of proton exchange membrane fuel cell,0,Base  ,Base
2015,2015_58_8,Research Assessment Using Bibliometric and Scientometric Measures: The Good the Bad and the Ugly,0,Use  ,Use
2015,2015_59_1,A Characterization of the Strategic Management Journal Best Paper Prize 1993-2014 through Bibliometric Indicators,0,Motivate  ,Motivate
2015,2015_59_10,Representation of Ordinal Preferences over Infinite Products,0,Use  Motivate  Support  Compare  ,Compare
2015,2015_59_2,Academic Performance of Professors in Economic Field. Comparative Study by Romania Regions,0,Base  ,Base
2015,2015_59_3,Early Detection and Forecasting of Research Trends,2,Base  ,Base
2015,2015_59_4,Context Based Retrieval of Scientific Publications via Reader Lens,0,Compare  ,Compare
2015,2015_59_5,The effect of co-inventors reputation and network ties on the diffusion of scientific and technical knowledge from academia to industry in South Africa,3,Use  ,Use
2015,2015_59_8,Online supplemental information: a sizeable black hole for citations,1,Neutral  ,Neutral
2015,2015_59_9,Measuring the Performance of Research Organizations,1,Modify  ,Modify
2015,2015_5_1,Ranking scientists,18,Neutral  ,Neutral
2015,2015_5_10,Do PageRank-based author rankings outperform simple citation counts?,16,Modify  ,Modify
2015,2015_5_2,Determining the drivers of academic success in surgery: an analysis of 3850 faculty,16,Base  Use  Compare  Contradict  ,Contradict
2015,2015_5_3,A flexible bibliometric approach for the assessment of professorial appointments,17,Compare  ,Compare
2015,2015_5_4,Past current and future of biomass energy research: A bibliometric analysis,29,Support  ,Support
2015,2015_5_5,The association of the H-index and academic rank among full-time academic hand surgeons affiliated with fellowship programs,22,Motivate  ,Motivate
2015,2015_5_6,Research productivity in top-ranked schools in psychology and social work: Does having a research culture matter?,23,Support  ,Support
2015,2015_5_7,Improving chemical entity recognition through h-index based semantic similarity,19,Support  ,Support
2015,2015_5_8,Understanding bibliometric parameters and analysis,24,Support  ,Support
2015,2015_60_1,Knowledge Communication Analysis Based on Clustering and Association Rules Mining,0,Base  Use  Compare  ,Compare
2015,2015_60_10,Perspectives of patients about bioabsorbable internal fixation for maxillofacial fractures,0,Neutral  ,Neutral
2015,2015_60_2,Finding Implicit Citations in Scientific Publications: Improvements to Citation Context Detection Methods,0,Modify  ,Modify
2015,2015_60_3,Presidential Address: Truth and error in scientific publishing,0,Neutral  ,Neutral
2015,2015_60_4,Assessing the Validity of Business and Management Journals Ranking List: An Alternative Approach for Determining Journal Quality,0,Base  ,Base
2015,2015_60_5,Density equalizing mapping of the global tuberculosis research architecture,12,Base  Use  ,Use
2015,2015_60_6,Impact of Public Funding on the Development of Nanotechnology: A Comparison of Quebec Canada and the US,0,Base  ,Base
2015,2015_60_7,Two geographic information system-linked bibliometric indices to quantify the knowledge flow: A case of Qinghai-Tibet plateau research,1,Compare  ,Compare
2015,2015_60_8,Lessons Learned: The Complexity of Accurate Identification of in-Text Citations.,2,Use  ,Use
2015,2015_61_1,Does Quantity Make a Difference? The importance of publishing many papers,0,Modify  ,Modify
2015,2015_61_2,The Assessment of the EPQ Parameter for Detecting H-Index Manipulation and the Analysis of Scientific Publications,0,Motivate  ,Motivate
2015,2015_61_3,A comparative study of Ocean Engineering research between China and the world,2,Base  ,Base
2015,2015_61_4,Use Case Oriented Medical Visual Information Retrieval & System Evaluation,5,Use  Motivate  Compare  ,Compare
2015,2015_61_5,Brain Structure and Resting-State Functional Connectivity in University Professors with High Academic Achievement,2,Neutral  ,Neutral
2015,2015_61_6,A modified nature publishing index via Shannon Entropy,2,Neutral  ,Neutral
2015,2015_61_7,Trend-Based Citation Count Prediction for Research Articles,0,Use  ,Use
2015,2015_61_8,Quick Evaluation of Research Impacts at Conferences Using SNS,0,Use  ,Use
2015,2015_66_2,Density equalizing mapping of the global tuberculosis research
architecture,12,Base  Use  ,Use
2015,2015_6_1,A descriptive and historical review of bibliometrics with applications to medical sciences,18,Neutral  ,Neutral
2015,2015_6_10,The power of repetition: repetitive lyrics in a song increase processing fluency and drive market success,16,Use  ,Use
2015,2015_6_2,Are quantitative measures of academic productivity correlated with academic rank in plastic surgery? A national study,20,Support  ,Support
2015,2015_6_3,The bibliometric analysis of scholarly production: How great is the impact?,21,Use  ,Use
2015,2015_6_4,The Altmetric Score: a new measure for article-level dissemination and impact,36,Modify  ,Modify
2015,2015_6_5,Talking to the crowd: What do people react to in online discussions?,17,Modify  ,Modify
2015,2015_6_6,Assessing the true role of coauthors in the h-index measure of an author scientific impact,14,Use  Modify  Compare  ,Compare
2015,2015_6_7,Ranking and identifying influential scientists versus mass producers by the Perfectionism Index,11,Compare  ,Compare
2015,2015_6_8,Bibliometric analysis of research publications of Maharshi Dayanand University (Rohtak) during 2000-2013,11,Compare  ,Compare
2015,2015_6_9,Scientific publications from Arab world in leading journals of Integrative and Complementary Medicine: a bibliometric analysis,17,Base  Compare  ,Compare
2015,2015_77_2, Revista Clínica Española,10,Motivate  ,Motivate
2015,2015_7_1,Comparative analysis of some individual bibliometric indices when applied to groups of researchers,16,Use  Modify  Compare  ,Compare
2015,2015_7_10,Assessing the profile of top Brazilian computer science researchers,11,Use  ,Use
2015,2015_7_2,Using rank aggregation for expert search in academic digital libraries,10,Base  ,Base
2015,2015_7_3,Scholarly social media profiles and libraries: A review,18,Compare  ,Compare
2015,2015_7_4,Measuring the outcome of biomedical research: a systematic literature review,14,Base  Neutral  ,Neutral
2015,2015_7_5,The pagerank-index: Going beyond citation counts in quantifying scientific impact of researchers,15,Base  ,Base
2015,2015_7_6,Publication productivity of neurosurgeons in Great Britain and Ireland,11,Support  ,Support
2015,2015_7_7,A bibliometric study of Chinas science and technology policies: 1949–2010,17,Base  ,Base
2015,2015_7_8,Poorly Cited Articles in Peer-Reviewed Cardiovascular Journals from 1997-2007: Analysis of 5-Year Citation Rates,17,Compare  ,Compare
2015,2015_7_9,Predicting results of the Research Excellence Framework using departmental h-index,12,Base  Compare  ,Compare
2015,2015_8_1,Citing a Data Repository: a case study of the Protein Data Bank,14,Support  ,Support
2015,2015_8_10,Data Fusion: Theory Methods and Applications,10,Modify  Compare  ,Compare
2015,2015_8_3,Underpinning strategic behaviours and posture of principal investigators in transition/uncertain environments,19,Motivate  ,Motivate
2015,2015_8_4,Educational Expertise Advocacy and Media Influence.,18,Motivate  ,Motivate
2015,2015_8_5,OM3: Ordered maxitive minitive and modular aggregation operators–Axiomatic and probabilistic properties in an arity-monotonic setting,8,Motivate  ,Motivate
2015,2015_8_6,The role of academic collaboration in the impact of Latin-American research on management,12,Neutral  ,Neutral
2015,2015_8_7,REFORE: A recommender system for researchers based on bibliometrics,20,Use  Support  ,Support
2015,2015_8_8,How do collaborative features affect scientific output? Evidences from wind power field,13,Base  ,Base
2015,2015_8_9,Comparison of bibliometric measures for assessing relative importance of researchers,9,Use  ,Use
2015,2015_9_1,The elevation of annals of rehabilitation medicine to the status of an international journal after adopting an English-only policy,7,Support  ,Support
2015,2015_9_10,Quality versus quantity in scientific impact,15,Base  Use  Support  ,Support
2015,2015_9_2,Vegas: Visual influence graph summarization on citation networks,18,Use  ,Use
2015,2015_9_3,A bibliometric analysis of the Turkish software engineering research community,15,Use  ,Use
2015,2015_9_4,Research trends in electrochemical technology for water and wastewater treatment,13,Compare  ,Compare
2015,2015_9_5,The hw-rank: An h-index variant for ranking web pages,9,Neutral  ,Neutral
2015,2015_9_6,Academic productivity and contributions to the literature among spine surgery fellowship faculty,13,Support  ,Support
2015,2015_9_8,Data-driven journal meta-ranking in business and management,9,Base  ,Base
2015,2015_9_9,The 100 top-cited tuberculosis research studies,11,Use  ,Use
2016,2016_10_1,Analyzing highly cited papers in Intelligent Transportation Systems,10,Base  Use  Modify  ,Modify
2016,2016_10_10,Bibliometric overview of business & economics research,9,Use  ,Use
2016,2016_10_2,The evolution of peer review as a basis for scientific publication: directional selection towards a robust discipline?,10,Support  ,Support
2016,2016_10_3,Scientometric analysis: A technical need for medical science researchers either as authors or as peer reviewers,12,Motivate  ,Motivate
2016,2016_10_4,On Modeling and Predicting Individual Paper Citation Count over Time.,9,Support  ,Support
2016,2016_10_5,Do Plastic Surgery Programs with Integrated Residencies or Subspecialty Fellowships Have Increased Academic Productivity?,3,Modify  ,Modify
2016,2016_10_6,Exploring cost-benefit analysis of research development and innovation infrastructures: an evaluation framework,6,Motivate  ,Motivate
2016,2016_10_7,A framework for improving the quality of research in the biological sciences,8,Base  ,Base
2016,2016_10_8,Giving credit where credits due: Why its so hard to do in psychological science,8,Compare  ,Compare
2016,2016_10_9,Influential journals in health research: a bibliometric study,6,Modify  ,Modify
2016,2016_11_10,A preliminary review of influential works in data-driven discovery,5,Base  ,Base
2016,2016_11_2,A bibliometric review on natural resource accounting during 1995–2014,10,Neutral  ,Neutral
2016,2016_11_3,Pancreatitis: global research activities and gender imbalances: a scientometric approach using density-equalizing mapping,10,Compare  ,Compare
2016,2016_11_6,A dynamic network model to explain the development of excellent human performance,6,Use  ,Use
2016,2016_11_7,State of research on public service management: Identifying scientific gaps from a bibliometric study,10,Modify  ,Modify
2016,2016_11_8,Multiple citation indicators and their composite across scientific disciplines,7,Neutral  ,Neutral
2016,2016_11_9,Has contemporary academia outgrown the Carl Sagan effect?,6,Motivate  ,Motivate
2016,2016_12_1,Survey about citation context analysis: Tasks techniques and resources,6,Compare  ,Compare
2016,2016_12_2,Electronic markets on the impact factor,6,Motivate  ,Motivate
2016,2016_12_3,Use of h-index and other bibliometric indicators to evaluate research productivity outcome on Swine diseases,10,Base  Support  ,Support
2016,2016_12_4,Palaeo-sea-level and palaeo-ice-sheet databases: problems strategies and perspectives,6,Modify  ,Modify
2016,2016_12_5,Simplified Relative Citation Ratio for Static Paper Ranking: UFMG/LATIN at WSDM Cup 2016,6,Use  Support  ,Support
2016,2016_12_6,Extracting information from multiplex networks,7,Motivate  ,Motivate
2016,2016_12_7,The role of research efficiency in the evolution of scientific productivity and impact: An agent-based model,6,Neutral  ,Neutral
2016,2016_12_8,H-index and how to improve it,7,Modify  ,Modify
2016,2016_12_9,Genealogical trees of scientific papers,8,Base  Motivate  Neutral  Compare  ,Compare
2016,2016_13_1,Career development tips for todays nursing academic: bibliometrics altmetrics and social media,6,Base  ,Base
2016,2016_13_10,Evaluating the productivity of VA NIH and AHRQ health services research career development awardees,4,Motivate  ,Motivate
2016,2016_13_2,Journal Rankings in Sociology: Using the H Index with Google Scholar,15,Use  ,Use
2016,2016_13_3,Sustainable urban infrastructure: a review,5,Support  ,Support
2016,2016_13_4,How to rank journals,9,Modify  ,Modify
2016,2016_13_5,Measuring the impact of research: lessons from the UKs Research Excellence Framework 2014,10,Modify  ,Modify
2016,2016_13_6,Network and actor attribute effects on the performance of researchers in two fields of social science in a small peripheral community,6,Neutral  ,Neutral
2016,2016_13_7,Assessing global regional national and sub–national capacity for public health research: a bibliometric analysis of the Web of ScienceTM in 1996–2010,6,Base  Use  ,Use
2016,2016_13_8,CocaRank: a collaboration caliber-based method for finding academic rising stars,5,Motivate  ,Motivate
2016,2016_13_9,Scientometric Dilemma: Is H-index Adequate for Scientific Validity of Academics Work?,5,Modify  ,Modify
2016,2016_14_10,Characteristics and trends of research on waste-to-energy incineration: a bibliometric analysis 1999–2015,10,Motivate  ,Motivate
2016,2016_14_2,Inter?rater reliability of h?index scores calculated by Web of Science and Scopus for clinical epidemiology scientists,4,Modify  ,Modify
2016,2016_14_3,Three novel indirect indicators for the assessment of papers and authors based on generations of citations,4,Modify  ,Modify
2016,2016_14_4,An improved approach to identifying key classes in weighted software network,3,Compare  ,Compare
2016,2016_14_5,Bibliometric analysis of medicine-related publications on poverty (2005–2015),7,Motivate  ,Motivate
2016,2016_14_6,Referenced Publication Year Spectroscopy (RPYS) and Algorithmic Historiography: The Bibliometric Reconstruction of Andras Schuberts {OE} uvre,3,Support  ,Support
2016,2016_14_7,Beware the impact factor,4,Base  ,Base
2016,2016_14_8,Interpreting correlations between citation counts and other indicators.,13,Neutral  ,Neutral
2016,2016_14_9,Gazing at the skyline for star scientists,8,Base  ,Base
2016,2016_15_1,Relationships between consumption publication and impact in French universities in a value perspective: a bibliometric analysis,4,Compare  ,Compare
2016,2016_15_2,Designing a Composite Index for research performance evaluation at the national or regional level: ranking Central Universities in India.,8,Motivate  ,Motivate
2016,2016_15_3,Academic Librarians knowledge of bibliometrics and altmetrics,3,Support  ,Support
2016,2016_15_4,Using h-cores to study the most-cited articles of the twenty-first century.,3,Base  ,Base
2016,2016_15_5,Using co-authorship and citation analysis to identify research groups: a new way to assess performance,5,Compare  ,Compare
2016,2016_15_6,Quantity and/or Quality? The Importance of Publishing Many Papers,13,Base  Use  ,Use
2016,2016_15_7,The memory of science: Inflation myopia and the knowledge network,4,Modify  ,Modify
2016,2016_15_8,Assessing public awareness of social justice documentary films based on news coverage versus social media,3,Base  ,Base
2016,2016_16_1,Non-conventional water resources research in semi-arid countries of the Middle East,3,Base  Modify  ,Modify
2016,2016_16_10,Nimblecore: A space-efficient external memory algorithm for estimating core numbers,3,Support  ,Support
2016,2016_16_2,A critical review of the development current hotspots and future directions of Lake Taihu research from the bibliometrics perspective,10,Support  ,Support
2016,2016_16_3,The stratified H-index,3,Neutral  ,Neutral
2016,2016_16_4,Associations between NIH funding and advanced bibliometric indices among radiological investigators,4,Use  ,Use
2016,2016_16_5,3c-index: Research contribution across communities as an influence indicator,5,Modify  ,Modify
2016,2016_16_6,Evaluating the patenting activities of pharmaceutical research organizations based on new technology indices,3,Base  ,Base
2016,2016_16_7,Web of Science Scopus and Google Scholar citation rates: a case study of medical physics and biomedical engineering: what gets cited and what doesnt?,11,Neutral  ,Neutral
2016,2016_16_8,Thinking About Data Research Methods and Statistical Analyses: Commentary on Sijtsmas (2014)"" Playing with Data"",5,Modify  ,Modify
2016,2016_16_9,Co-authorship networks and scientific performance: an empirical analysis using the generalized extreme value distribution,4,Base  ,Base
2016,2016_17_1,IJBM,5,Modify  ,Modify
2016,2016_17_2,Two citation-based indicators to measure latent referential value of papers,2,Neutral  ,Neutral
2016,2016_17_3,Publishing trends in library and information sciences across European countries and institutions,6,Base  ,Base
2016,2016_17_4,The benefits of scientific mobility and international collaboration,4,Base  ,Base
2016,2016_17_5,Rotavirus–global research density equalizing mapping and gender analysis,10,Base  Use  ,Use
2016,2016_17_6,Intrinsic and extrinsic science: A dialectic of scientific fame,11,Neutral  ,Neutral
2016,2016_17_7,Measuring research impact: bibliometrics social media altmetrics and the BJGP,6,Support  ,Support
2016,2016_17_8,Quality in model-driven engineering: a tertiary study,10,Support  ,Support
2016,2016_18_1,Author self-citation in the otolaryngology literature: a pilot study,3,Modify  ,Modify
2016,2016_18_10,Exploiting heterogeneous scientific literature networks to combat ranking bias: Evidence from the computational linguistics area,4,Base  ,Base
2016,2016_18_2,What makes some fisheries references highly cited?,5,Compare  ,Compare
2016,2016_18_3,A shifting tide: Recommendations for incorporating science communication into graduate training,2,Motivate  ,Motivate
2016,2016_18_4,A validation of the individual annual h-index (hIa): application of the hIa to a qualitatively and quantitatively different sample,3,Support  ,Support
2016,2016_18_5,A novel approach to identify the major research themes and development trajectory: The case of patenting research,5,Motivate  ,Motivate
2016,2016_18_7,Use of dissertation data in science policy research,5,Modify  ,Modify
2016,2016_18_8,Professional competencies and jurisdictional claims in evaluative bibliometrics: The educational mandate of academic librarians,5,Support  ,Support
2016,2016_18_9,Ranking authors using fractional counting of citations: An axiomatic approach,5,Use  ,Use
2016,2016_19_1,Bibliometric indicators in the context of regional repositories: proposing the D-index,6,Use  ,Use
2016,2016_19_10,Are your spectroscopic data being used?,2,Support  Neutral  ,Neutral
2016,2016_19_2,Citation count prediction as a link prediction problem,6,Motivate  ,Motivate
2016,2016_19_3,Internal structure and dynamic decisions for coalitions on graphs,2,Use  Neutral  ,Neutral
2016,2016_19_4,Twenty years of Czech science: A bibliometric analysis,2,Use  ,Use
2016,2016_19_5,Is there an impending loss of academically productive trauma surgical faculty? An analysis of 4015 faculty,2,Support  ,Support
2016,2016_19_6,Why replication studies are essential: learning from failure and success,2,Use  ,Use
